idx,label,origin_path
94,1,括约肌测试集\湖南测试集\非标准\36.bmp
95,0,括约肌测试集\湖南测试集\标准\179.bmp
96,1,括约肌测试集\湖南测试集\非标准\229.bmp
97,0,括约肌测试集\湖南测试集\标准\133.bmp
98,1,括约肌测试集\湖南测试集\非标准\52.bmp
99,0,括约肌测试集\湖南测试集\标准\37.bmp
100,1,括约肌测试集\湖南测试集\非标准\163.bmp
101,1,括约肌测试集\湖南测试集\非标准\241.bmp
102,1,括约肌测试集\湖南测试集\非标准\95.bmp
103,1,括约肌测试集\湖南测试集\非标准\46.bmp
104,0,括约肌测试集\湖南测试集\标准\17.bmp
105,0,括约肌测试集\湖南测试集\标准\16.bmp
106,0,括约肌测试集\湖南测试集\标准\23.bmp
107,0,括约肌测试集\湖南测试集\标准\194.bmp
108,1,括约肌测试集\湖南测试集\非标准\239.bmp
109,1,括约肌测试集\湖南测试集\非标准\250.bmp
110,1,括约肌测试集\湖南测试集\非标准\15.bmp
111,0,括约肌测试集\湖南测试集\标准\25.bmp
112,0,括约肌测试集\湖南测试集\标准\123.bmp
113,0,括约肌测试集\湖南测试集\标准\4.bmp
114,1,括约肌测试集\湖南测试集\非标准\26.bmp
115,1,括约肌测试集\湖南测试集\非标准\183.bmp
116,0,括约肌测试集\湖南测试集\标准\177.bmp
117,1,括约肌测试集\湖南测试集\非标准\152.bmp
118,0,括约肌测试集\湖南测试集\标准\10.bmp
119,1,括约肌测试集\湖南测试集\非标准\39.bmp
120,0,括约肌测试集\湖南测试集\标准\182.bmp
121,1,括约肌测试集\湖南测试集\非标准\70.bmp
122,1,括约肌测试集\湖南测试集\非标准\157.bmp
123,0,括约肌测试集\湖南测试集\标准\172.bmp
124,1,括约肌测试集\湖南测试集\非标准\12.bmp
125,0,括约肌测试集\湖南测试集\标准\162.bmp
126,0,括约肌测试集\湖南测试集\标准\120.bmp
127,1,括约肌测试集\湖南测试集\非标准\242.bmp
128,0,括约肌测试集\湖南测试集\标准\11.bmp
129,1,括约肌测试集\湖南测试集\非标准\158.bmp
130,1,括约肌测试集\湖南测试集\非标准\51.bmp
131,0,括约肌测试集\湖南测试集\标准\174.bmp
132,0,括约肌测试集\湖南测试集\标准\32.bmp
133,0,括约肌测试集\湖南测试集\标准\107.bmp
134,0,括约肌测试集\湖南测试集\标准\60.bmp
135,1,括约肌测试集\湖南测试集\非标准\244.bmp
136,1,括约肌测试集\湖南测试集\非标准\104.bmp
137,1,括约肌测试集\湖南测试集\非标准\220.bmp
138,0,括约肌测试集\湖南测试集\标准\57.bmp
139,1,括约肌测试集\湖南测试集\非标准\66.bmp
140,1,括约肌测试集\湖南测试集\非标准\231.bmp
141,0,括约肌测试集\湖南测试集\标准\54.bmp
142,1,括约肌测试集\湖南测试集\非标准\55.bmp
143,0,括约肌测试集\湖南测试集\标准\77.bmp
144,0,括约肌测试集\湖南测试集\标准\196.bmp
145,0,括约肌测试集\湖南测试集\标准\191.bmp
146,1,括约肌测试集\湖南测试集\非标准\206.bmp
147,0,括约肌测试集\湖南测试集\标准\62.bmp
148,1,括约肌测试集\湖南测试集\非标准\202.bmp
149,1,括约肌测试集\湖南测试集\非标准\192.bmp
150,0,括约肌测试集\湖南测试集\标准\21.bmp
151,0,括约肌测试集\湖南测试集\标准\150.bmp
152,1,括约肌测试集\湖南测试集\非标准\251.bmp
153,1,括约肌测试集\湖南测试集\非标准\184.bmp
154,0,括约肌测试集\湖南测试集\标准\81.bmp
155,0,括约肌测试集\湖南测试集\标准\143.bmp
156,0,括约肌测试集\湖南测试集\标准\98.bmp
157,1,括约肌测试集\湖南测试集\非标准\6.bmp
158,0,括约肌测试集\湖南测试集\标准\79.bmp
159,0,括约肌测试集\湖南测试集\标准\195.bmp
160,0,括约肌测试集\湖南测试集\标准\86.bmp
161,0,括约肌测试集\湖南测试集\标准\89.bmp
162,0,括约肌测试集\湖南测试集\标准\129.bmp
163,1,括约肌测试集\湖南测试集\非标准\65.bmp
164,1,括约肌测试集\湖南测试集\非标准\238.bmp
165,0,括约肌测试集\湖南测试集\标准\55.bmp
166,1,括约肌测试集\湖南测试集\非标准\178.bmp
167,0,括约肌测试集\湖南测试集\标准\165.bmp
168,0,括约肌测试集\湖南测试集\标准\6.bmp
169,0,括约肌测试集\湖南测试集\标准\180.bmp
170,1,括约肌测试集\湖南测试集\非标准\50.bmp
171,1,括约肌测试集\湖南测试集\非标准\191.bmp
172,0,括约肌测试集\湖南测试集\标准\13.bmp
173,1,括约肌测试集\湖南测试集\非标准\7.bmp
174,1,括约肌测试集\湖南测试集\非标准\56.bmp
175,1,括约肌测试集\湖南测试集\非标准\186.bmp
176,0,括约肌测试集\湖南测试集\标准\176.bmp
177,1,括约肌测试集\湖南测试集\非标准\96.bmp
178,0,括约肌测试集\湖南测试集\标准\24.bmp
179,0,括约肌测试集\湖南测试集\标准\94.bmp
180,0,括约肌测试集\湖南测试集\标准\78.bmp
181,0,括约肌测试集\湖南测试集\标准\48.bmp
182,0,括约肌测试集\湖南测试集\标准\134.bmp
183,1,括约肌测试集\湖南测试集\非标准\94.bmp
184,0,括约肌测试集\湖南测试集\标准\70.bmp
185,1,括约肌测试集\湖南测试集\非标准\185.bmp
186,1,括约肌测试集\湖南测试集\非标准\150.bmp
187,1,括约肌测试集\湖南测试集\非标准\211.bmp
188,0,括约肌测试集\湖南测试集\标准\170.bmp
189,0,括约肌测试集\湖南测试集\标准\36.bmp
190,1,括约肌测试集\湖南测试集\非标准\169.bmp
191,1,括约肌测试集\湖南测试集\非标准\246.bmp
192,0,括约肌测试集\湖南测试集\标准\76.bmp
193,1,括约肌测试集\湖南测试集\非标准\97.bmp
194,0,括约肌测试集\湖南测试集\标准\101.bmp
195,0,括约肌测试集\湖南测试集\标准\139.bmp
196,1,括约肌测试集\湖南测试集\非标准\200.bmp
197,1,括约肌测试集\湖南测试集\非标准\29.bmp
198,1,括约肌测试集\湖南测试集\非标准\156.bmp
199,0,括约肌测试集\湖南测试集\标准\126.bmp
200,0,括约肌测试集\湖南测试集\标准\157.bmp
201,0,括约肌测试集\湖南测试集\标准\40.bmp
202,1,括约肌测试集\湖南测试集\非标准\201.bmp
203,1,括约肌测试集\湖南测试集\非标准\224.bmp
204,0,括约肌测试集\湖南测试集\标准\135.bmp
205,1,括约肌测试集\湖南测试集\非标准\68.bmp
206,1,括约肌测试集\湖南测试集\非标准\10.bmp
207,0,括约肌测试集\湖南测试集\标准\111.bmp
208,0,括约肌测试集\湖南测试集\标准\96.bmp
209,0,括约肌测试集\湖南测试集\标准\146.bmp
210,0,括约肌测试集\湖南测试集\标准\74.bmp
211,0,括约肌测试集\湖南测试集\标准\8.bmp
212,0,括约肌测试集\湖南测试集\标准\138.bmp
213,0,括约肌测试集\湖南测试集\标准\5.bmp
214,1,括约肌测试集\湖南测试集\非标准\217.bmp
215,1,括约肌测试集\湖南测试集\非标准\219.bmp
216,0,括约肌测试集\湖南测试集\标准\88.bmp
217,0,括约肌测试集\湖南测试集\标准\181.bmp
218,1,括约肌测试集\湖南测试集\非标准\168.bmp
219,1,括约肌测试集\湖南测试集\非标准\199.bmp
220,0,括约肌测试集\湖南测试集\标准\19.bmp
221,0,括约肌测试集\湖南测试集\标准\80.bmp
222,1,括约肌测试集\湖南测试集\非标准\17.bmp
223,0,括约肌测试集\湖南测试集\标准\56.bmp
224,0,括约肌测试集\湖南测试集\标准\108.bmp
225,0,括约肌测试集\湖南测试集\标准\26.bmp
226,1,括约肌测试集\湖南测试集\非标准\67.bmp
227,1,括约肌测试集\湖南测试集\非标准\176.bmp
228,1,括约肌测试集\湖南测试集\非标准\255.bmp
229,1,括约肌测试集\湖南测试集\非标准\8.bmp
230,0,括约肌测试集\湖南测试集\标准\18.bmp
231,0,括约肌测试集\湖南测试集\标准\169.bmp
232,0,括约肌测试集\湖南测试集\标准\68.bmp
233,1,括约肌测试集\湖南测试集\非标准\187.bmp
234,0,括约肌测试集\湖南测试集\标准\15.bmp
235,0,括约肌测试集\湖南测试集\标准\114.bmp
236,1,括约肌测试集\湖南测试集\非标准\227.bmp
237,1,括约肌测试集\湖南测试集\非标准\147.bmp
238,0,括约肌测试集\湖南测试集\标准\121.bmp
239,1,括约肌测试集\湖南测试集\非标准\61.bmp
240,0,括约肌测试集\湖南测试集\标准\197.bmp
241,0,括约肌测试集\湖南测试集\标准\44.bmp
242,0,括约肌测试集\湖南测试集\标准\103.bmp
243,0,括约肌测试集\湖南测试集\标准\75.bmp
244,1,括约肌测试集\湖南测试集\非标准\170.bmp
245,0,括约肌测试集\湖南测试集\标准\112.bmp
246,1,括约肌测试集\湖南测试集\非标准\4.bmp
247,0,括约肌测试集\湖南测试集\标准\87.bmp
248,0,括约肌测试集\湖南测试集\标准\147.bmp
249,1,括约肌测试集\湖南测试集\非标准\28.bmp
250,1,括约肌测试集\湖南测试集\非标准\2.bmp
251,1,括约肌测试集\湖南测试集\非标准\9.bmp
252,1,括约肌测试集\湖南测试集\非标准\40.bmp
253,1,括约肌测试集\湖南测试集\非标准\93.bmp
254,1,括约肌测试集\湖南测试集\非标准\177.bmp
255,0,括约肌测试集\湖南测试集\标准\189.bmp
256,0,括约肌测试集\湖南测试集\标准\109.bmp
257,0,括约肌测试集\湖南测试集\标准\115.bmp
258,1,括约肌测试集\湖南测试集\非标准\204.bmp
259,0,括约肌测试集\湖南测试集\标准\9.bmp
260,1,括约肌测试集\湖南测试集\非标准\240.bmp
261,1,括约肌测试集\湖南测试集\非标准\222.bmp
262,0,括约肌测试集\湖南测试集\标准\154.bmp
263,1,括约肌测试集\湖南测试集\非标准\233.bmp
264,1,括约肌测试集\湖南测试集\非标准\5.bmp
265,0,括约肌测试集\湖南测试集\标准\110.bmp
266,1,括约肌测试集\湖南测试集\非标准\59.bmp
267,0,括约肌测试集\湖南测试集\标准\12.bmp
268,1,括约肌测试集\湖南测试集\非标准\89.bmp
269,0,括约肌测试集\湖南测试集\标准\166.bmp
270,1,括约肌测试集\湖南测试集\非标准\54.bmp
271,1,括约肌测试集\湖南测试集\非标准\43.bmp
272,1,括约肌测试集\湖南测试集\非标准\151.bmp
273,1,括约肌测试集\湖南测试集\非标准\248.bmp
274,0,括约肌测试集\湖南测试集\标准\178.bmp
275,0,括约肌测试集\湖南测试集\标准\90.bmp
276,0,括约肌测试集\湖南测试集\标准\20.bmp
277,1,括约肌测试集\湖南测试集\非标准\210.bmp
278,0,括约肌测试集\湖南测试集\标准\43.bmp
279,0,括约肌测试集\湖南测试集\标准\106.bmp
280,1,括约肌测试集\湖南测试集\非标准\33.bmp
281,1,括约肌测试集\湖南测试集\非标准\30.bmp
282,0,括约肌测试集\湖南测试集\标准\73.bmp
283,1,括约肌测试集\湖南测试集\非标准\18.bmp
284,0,括约肌测试集\湖南测试集\标准\152.bmp
285,1,括约肌测试集\湖南测试集\非标准\32.bmp
286,0,括约肌测试集\湖南测试集\标准\137.bmp
287,0,括约肌测试集\湖南测试集\标准\83.bmp
288,1,括约肌测试集\湖南测试集\非标准\35.bmp
289,1,括约肌测试集\湖南测试集\非标准\162.bmp
290,0,括约肌测试集\湖南测试集\标准\45.bmp
291,1,括约肌测试集\湖南测试集\非标准\148.bmp
292,0,括约肌测试集\湖南测试集\标准\199.bmp
293,0,括约肌测试集\湖南测试集\标准\27.bmp
294,1,括约肌测试集\湖南测试集\非标准\196.bmp
295,0,括约肌测试集\湖南测试集\标准\46.bmp
296,1,括约肌测试集\湖南测试集\非标准\197.bmp
297,1,括约肌测试集\湖南测试集\非标准\1.bmp
298,1,括约肌测试集\湖南测试集\非标准\247.bmp
299,1,括约肌测试集\湖南测试集\非标准\257.bmp
300,0,括约肌测试集\湖南测试集\标准\116.bmp
301,0,括约肌测试集\湖南测试集\标准\168.bmp
302,0,括约肌测试集\湖南测试集\标准\159.bmp
303,0,括约肌测试集\湖南测试集\标准\14.bmp
304,0,括约肌测试集\湖南测试集\标准\130.bmp
305,1,括约肌测试集\湖南测试集\非标准\174.bmp
306,1,括约肌测试集\湖南测试集\非标准\44.bmp
307,0,括约肌测试集\湖南测试集\标准\113.bmp
308,0,括约肌测试集\湖南测试集\标准\185.bmp
309,0,括约肌测试集\湖南测试集\标准\186.bmp
310,0,括约肌测试集\湖南测试集\标准\184.bmp
311,0,括约肌测试集\湖南测试集\标准\52.bmp
312,0,括约肌测试集\湖南测试集\标准\3.bmp
313,1,括约肌测试集\湖南测试集\非标准\22.bmp
314,0,括约肌测试集\湖南测试集\标准\65.bmp
315,1,括约肌测试集\湖南测试集\非标准\99.bmp
316,1,括约肌测试集\湖南测试集\非标准\23.bmp
317,1,括约肌测试集\湖南测试集\非标准\258.bmp
318,1,括约肌测试集\湖南测试集\非标准\16.bmp
319,0,括约肌测试集\湖南测试集\标准\51.bmp
320,1,括约肌测试集\湖南测试集\非标准\225.bmp
321,1,括约肌测试集\湖南测试集\非标准\249.bmp
322,1,括约肌测试集\湖南测试集\非标准\64.bmp
323,1,括约肌测试集\湖南测试集\非标准\49.bmp
324,1,括约肌测试集\湖南测试集\非标准\203.bmp
325,1,括约肌测试集\湖南测试集\非标准\34.bmp
326,1,括约肌测试集\湖南测试集\非标准\42.bmp
327,0,括约肌测试集\湖南测试集\标准\156.bmp
328,0,括约肌测试集\湖南测试集\标准\53.bmp
329,1,括约肌测试集\湖南测试集\非标准\48.bmp
330,0,括约肌测试集\湖南测试集\标准\58.bmp
331,0,括约肌测试集\湖南测试集\标准\149.bmp
332,1,括约肌测试集\湖南测试集\非标准\180.bmp
333,1,括约肌测试集\湖南测试集\非标准\19.bmp
334,0,括约肌测试集\湖南测试集\标准\66.bmp
335,0,括约肌测试集\湖南测试集\标准\136.bmp
336,0,括约肌测试集\湖南测试集\标准\140.bmp
337,1,括约肌测试集\湖南测试集\非标准\161.bmp
338,1,括约肌测试集\湖南测试集\非标准\205.bmp
339,0,括约肌测试集\湖南测试集\标准\164.bmp
340,0,括约肌测试集\湖南测试集\标准\29.bmp
341,0,括约肌测试集\湖南测试集\标准\200.bmp
342,1,括约肌测试集\湖南测试集\非标准\216.bmp
343,0,括约肌测试集\湖南测试集\标准\187.bmp
344,0,括约肌测试集\湖南测试集\标准\128.bmp
345,0,括约肌测试集\湖南测试集\标准\69.bmp
346,0,括约肌测试集\湖南测试集\标准\30.bmp
347,0,括约肌测试集\湖南测试集\标准\72.bmp
348,1,括约肌测试集\湖南测试集\非标准\182.bmp
349,1,括约肌测试集\湖南测试集\非标准\237.bmp
350,0,括约肌测试集\湖南测试集\标准\1.bmp
351,1,括约肌测试集\湖南测试集\非标准\243.bmp
352,1,括约肌测试集\湖南测试集\非标准\3.bmp
353,1,括约肌测试集\湖南测试集\非标准\102.bmp
354,0,括约肌测试集\湖南测试集\标准\141.bmp
355,0,括约肌测试集\湖南测试集\标准\105.bmp
356,1,括约肌测试集\湖南测试集\非标准\207.bmp
357,0,括约肌测试集\湖南测试集\标准\127.bmp
358,0,括约肌测试集\湖南测试集\标准\39.bmp
359,1,括约肌测试集\湖南测试集\非标准\195.bmp
360,1,括约肌测试集\湖南测试集\非标准\159.bmp
361,1,括约肌测试集\湖南测试集\非标准\90.bmp
362,1,括约肌测试集\湖南测试集\非标准\209.bmp
363,0,括约肌测试集\湖南测试集\标准\193.bmp
364,1,括约肌测试集\湖南测试集\非标准\25.bmp
365,1,括约肌测试集\湖南测试集\非标准\236.bmp
366,0,括约肌测试集\湖南测试集\标准\64.bmp
367,1,括约肌测试集\湖南测试集\非标准\155.bmp
368,0,括约肌测试集\湖南测试集\标准\82.bmp
369,0,括约肌测试集\湖南测试集\标准\145.bmp
370,1,括约肌测试集\湖南测试集\非标准\212.bmp
371,1,括约肌测试集\湖南测试集\非标准\172.bmp
372,0,括约肌测试集\湖南测试集\标准\71.bmp
373,1,括约肌测试集\湖南测试集\非标准\37.bmp
374,0,括约肌测试集\湖南测试集\标准\132.bmp
375,1,括约肌测试集\湖南测试集\非标准\58.bmp
376,0,括约肌测试集\湖南测试集\标准\144.bmp
377,0,括约肌测试集\湖南测试集\标准\61.bmp
378,0,括约肌测试集\湖南测试集\标准\167.bmp
379,1,括约肌测试集\湖南测试集\非标准\232.bmp
380,1,括约肌测试集\湖南测试集\非标准\47.bmp
381,1,括约肌测试集\湖南测试集\非标准\20.bmp
382,0,括约肌测试集\湖南测试集\标准\34.bmp
383,1,括约肌测试集\湖南测试集\非标准\24.bmp
384,0,括约肌测试集\湖南测试集\标准\142.bmp
385,1,括约肌测试集\湖南测试集\非标准\71.bmp
386,0,括约肌测试集\湖南测试集\标准\49.bmp
387,0,括约肌测试集\湖南测试集\标准\163.bmp
388,1,括约肌测试集\湖南测试集\非标准\188.bmp
389,0,括约肌测试集\湖南测试集\标准\2.bmp
390,1,括约肌测试集\湖南测试集\非标准\223.bmp
391,0,括约肌测试集\湖南测试集\标准\84.bmp
392,1,括约肌测试集\湖南测试集\非标准\175.bmp
393,0,括约肌测试集\湖南测试集\标准\59.bmp
394,1,括约肌测试集\湖南测试集\非标准\11.bmp
395,1,括约肌测试集\湖南测试集\非标准\179.bmp
396,1,括约肌测试集\湖南测试集\非标准\190.bmp
397,0,括约肌测试集\湖南测试集\标准\38.bmp
398,0,括约肌测试集\湖南测试集\标准\117.bmp
399,1,括约肌测试集\湖南测试集\非标准\149.bmp
400,1,括约肌测试集\湖南测试集\非标准\72.bmp
401,0,括约肌测试集\湖南测试集\标准\97.bmp
